호기,일자,발전총량(MW),발전최대,발전최소,대기시간,가동시간,유량,산소,측정온도,온도,습도,풍속,NOX,가동시간_multi_hot
3,2023-01-25,19769852.0,862357.0,804086.0,0.0,24.0,212860.2,4.41,86.26,-5.51,55.25,4.36,12.36,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-01-25,0.0,0.0,0.0,24.0,0.0,385.6,20.9,0.0,-5.51,55.25,4.36,61.15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-01-25,19500000.0,825328.0,801266.0,0.0,24.0,206175.12,5.54,88.45,-5.51,55.25,4.36,9.72,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-01-25,19590000.0,827138.0,808852.0,0.0,24.0,200801.11,4.89,88.43,-5.51,55.25,4.36,9.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-01-26,19201523.0,862136.0,678556.0,0.0,24.0,206140.25,4.47,87.51,-3.92,56.03,1.56,12.2,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-01-26,0.0,0.0,0.0,24.0,0.0,85506.7,20.85,0.0,-3.92,56.03,1.56,30.21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-01-26,19129000.0,813304.0,727576.0,0.0,24.0,204328.49,5.54,91.27,-3.92,56.03,1.56,9.62,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-01-26,19235000.0,819817.0,722197.0,0.0,24.0,197819.77,4.98,89.48,-3.92,56.03,1.56,9.33,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-01-27,19488836.0,859689.0,748838.0,0.0,24.0,207554.47,4.42,86.75,-6.2,47.11,3.75,12.82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-01-27,0.0,0.0,0.0,24.0,0.0,0.0,20.86,0.0,-6.2,47.11,3.75,64.32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-01-27,19283000.0,842815.0,767280.0,0.0,24.0,206021.75,5.41,90.62,-6.2,47.11,3.75,9.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-01-27,19461000.0,845905.0,770859.0,0.0,24.0,200218.26,4.91,88.85,-6.2,47.11,3.75,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-01-28,19520289.0,846805.0,804971.0,0.0,24.0,212623.09,4.35,86.35,-4.66,49.22,0.38,12.45,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-01-28,0.0,0.0,0.0,24.0,0.0,109.97,20.87,0.0,-4.66,49.22,0.38,71.91,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-01-28,19358000.0,835687.0,747765.0,0.0,24.0,207066.92,5.44,92.01,-4.66,49.22,0.38,9.69,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-01-28,19581000.0,841494.0,800639.0,0.0,24.0,202054.72,4.9,90.17,-4.66,49.22,0.38,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-01-29,19530776.0,852937.0,753877.0,0.0,24.0,213270.51,4.37,88.04,0.17,55.78,3.52,11.96,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-01-29,0.0,0.0,0.0,24.0,0.0,142.62,20.86,0.4,0.17,55.78,3.52,68.81,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-01-29,19319000.0,859408.0,760832.0,0.0,24.0,209082.86,5.4,92.98,0.17,55.78,3.52,9.83,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-01-29,19572000.0,863714.0,763646.0,0.0,24.0,203390.56,4.94,90.85,0.17,55.78,3.52,10.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-01-30,19077963.0,839270.0,677836.0,0.0,24.0,208755.19,4.5,88.15,-2.61,80.88,0.27,12.17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-01-30,0.0,0.0,0.0,24.0,0.0,106.38,20.85,0.84,-2.61,80.88,0.27,56.64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-01-30,19172000.0,817414.0,753038.0,0.0,24.0,206200.68,5.49,93.71,-2.61,80.88,0.27,9.55,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-01-30,19326000.0,816609.0,751422.0,0.0,24.0,200266.74,4.99,91.24,-2.61,80.88,0.27,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-01-31,19631269.0,847969.0,796514.0,0.0,24.0,213078.23,4.4,87.9,5.59,89.74,2.19,12.23,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-01-31,0.0,0.0,0.0,24.0,0.0,100.97,20.83,2.07,5.59,89.74,2.19,45.72,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-01-31,19356000.0,835470.0,789800.0,0.0,24.0,208503.03,5.52,95.34,5.59,89.74,2.19,9.82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-01-31,19535000.0,843783.0,785925.0,0.0,24.0,203835.59,4.86,91.93,5.59,89.74,2.19,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-01,19830673.0,855741.0,792832.0,0.0,24.0,0.0,4.32,86.83,-1.45,52.88,2.25,12.15,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-01,0.0,0.0,0.0,24.0,0.0,0.0,20.84,1.82,-1.45,52.88,2.25,51.07,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-01,19296000.0,848170.0,772773.0,0.0,24.0,207496.38,5.39,92.7,-1.45,52.88,2.25,9.53,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-01,19446000.0,855161.0,784115.0,0.0,24.0,203802.05,4.78,90.99,-1.45,52.88,2.25,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-02,19560133.0,852565.0,802889.0,0.0,24.0,0.0,4.26,85.48,-2.95,49.06,1.37,12.53,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-02,0.0,0.0,0.0,24.0,0.0,0.0,20.86,0.18,-2.95,49.06,1.37,65.89,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-02,19592000.0,869125.0,799692.0,0.0,24.0,210872.97,5.27,95.7,-2.95,49.06,1.37,9.85,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-02,19678000.0,869915.0,803470.0,0.0,24.0,205118.89,4.71,90.77,-2.95,49.06,1.37,9.71,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-03,19549651.0,836490.0,778433.0,0.0,24.0,0.0,4.28,85.73,-0.44,56.15,1.95,12.6,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-03,0.0,0.0,0.0,24.0,0.0,0.0,20.81,2.42,-0.44,56.15,1.95,71.19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-03,19298000.0,828195.0,752835.0,0.0,24.0,207791.46,5.4,95.47,-0.44,56.15,1.95,9.57,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-03,19468000.0,848301.0,795687.0,0.0,24.0,203781.88,4.74,91.19,-0.44,56.15,1.95,9.46,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-04,19239272.0,825381.0,731969.0,0.0,24.0,0.0,4.28,85.18,-2.96,83.17,1.53,12.73,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-04,0.0,0.0,0.0,24.0,0.0,0.0,20.75,9.28,-2.96,83.17,1.53,82.57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-04,19299000.0,807777.0,789656.0,0.0,24.0,207412.92,5.42,95.36,-2.96,83.17,1.53,9.8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-04,19372000.0,811334.0,783098.0,0.0,24.0,202414.33,4.66,90.22,-2.96,83.17,1.53,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-05,19010683.0,849008.0,683037.0,0.0,24.0,0.0,4.4,84.51,-1.78,96.24,0.27,12.54,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-05,0.0,0.0,0.0,24.0,0.0,0.0,20.75,9.77,-1.78,96.24,0.27,74.35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-05,18938000.0,813069.0,726627.0,0.0,24.0,202624.45,5.43,94.43,-1.78,96.24,0.27,9.35,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-05,19204000.0,852476.0,727281.0,0.0,24.0,199127.62,4.78,89.33,-1.78,96.24,0.27,9.53,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-06,10489955.0,508012.0,0.0,1.0,23.0,0.0,7.81,77.27,-2.36,98.0,0.61,12.67,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
4,2023-02-06,0.0,0.0,0.0,24.0,0.0,0.0,20.73,8.04,-2.36,98.0,0.61,58.68,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-06,19316000.0,814561.0,787395.0,0.0,24.0,208254.57,5.47,95.62,-2.36,98.0,0.61,9.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-06,19381000.0,815486.0,795385.0,0.0,24.0,201867.26,4.79,90.38,-2.36,98.0,0.61,9.66,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-07,0.0,0.0,0.0,24.0,0.0,165.87,20.71,40.32,0.91,93.45,1.86,0.01,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2023-02-07,0.0,0.0,0.0,24.0,0.0,260.4,20.73,8.0,0.91,93.45,1.86,38.65,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-07,16844000.0,807141.0,639448.0,0.0,24.0,188683.08,5.68,93.35,0.91,93.45,1.86,9.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-07,16864000.0,810277.0,637705.0,0.0,24.0,184391.66,5.11,89.79,0.91,93.45,1.86,9.7,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-08,0.0,0.0,0.0,24.0,0.0,275.12,20.72,24.06,-0.36,53.88,1.44,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2023-02-08,0.0,0.0,0.0,24.0,0.0,278.0,20.73,9.93,-0.36,53.88,1.44,45.21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-08,19193000.0,838696.0,738221.0,0.0,24.0,204137.09,5.54,95.16,-0.36,53.88,1.44,9.86,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-08,19263000.0,835395.0,731168.0,0.0,24.0,201602.48,4.84,90.7,-0.36,53.88,1.44,9.67,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-09,0.0,0.0,0.0,24.0,0.0,155.44,20.77,18.8,6.13,59.82,3.16,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2023-02-09,0.0,0.0,0.0,24.0,0.0,226.23,20.74,10.62,6.13,59.82,3.16,54.73,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-09,19302000.0,808062.0,796562.0,0.0,24.0,206777.27,5.5,96.77,6.13,59.82,3.16,9.48,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-09,19363000.0,816412.0,789010.0,0.0,24.0,202386.51,4.8,90.06,6.13,59.82,3.16,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-10,0.0,0.0,0.0,24.0,0.0,194.13,20.73,19.43,-0.25,88.77,0.93,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2023-02-10,0.0,0.0,0.0,24.0,0.0,188.76,20.7,13.48,-0.25,88.77,0.93,53.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-10,19347000.0,810325.0,796968.0,0.0,24.0,207153.29,5.58,95.06,-0.25,88.77,0.93,9.5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-10,19388000.0,814458.0,800344.0,0.0,24.0,204182.04,4.82,90.73,-0.25,88.77,0.93,10.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-11,7679770.0,819258.0,0.0,11.0,13.0,97010.38,11.91,57.07,-1.33,94.02,1.9,35.82,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-11,0.0,0.0,0.0,24.0,0.0,128.07,20.73,13.34,-1.33,94.02,1.9,65.02,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-11,19248000.0,809876.0,725746.0,0.0,24.0,206156.14,5.6,95.38,-1.33,94.02,1.9,9.43,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-11,19257000.0,810745.0,728188.0,0.0,24.0,202803.36,4.82,90.93,-1.33,94.02,1.9,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-12,19300090.0,815441.0,711920.0,0.0,24.0,214867.58,4.28,83.78,3.94,69.97,1.08,12.12,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-12,0.0,0.0,0.0,24.0,0.0,100.85,20.78,13.88,3.94,69.97,1.08,67.63,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-12,19336000.0,808212.0,799402.0,0.0,24.0,207774.31,5.56,95.78,3.94,69.97,1.08,9.64,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-12,19369000.0,809599.0,799659.0,0.0,24.0,203920.02,4.8,91.07,3.94,69.97,1.08,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-13,19000197.0,824896.0,687906.0,0.0,24.0,214253.38,4.45,85.85,1.36,66.58,3.75,12.27,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-13,0.0,0.0,0.0,24.0,0.0,88.84,20.74,14.1,1.36,66.58,3.75,57.54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-13,19174000.0,809495.0,739710.0,0.0,24.0,206832.38,5.61,95.31,1.36,66.58,3.75,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-13,19209000.0,810746.0,728698.0,0.0,24.0,203488.34,4.87,91.0,1.36,66.58,3.75,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-14,19658703.0,855879.0,790268.0,0.0,24.0,219035.65,4.29,86.96,-3.29,51.56,1.19,12.24,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-14,0.0,0.0,0.0,24.0,0.0,103.45,20.7,13.06,-3.29,51.56,1.19,57.68,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-14,19207000.0,804495.0,783441.0,0.0,24.0,205813.41,5.57,94.05,-3.29,51.56,1.19,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-14,19360000.0,836355.0,798072.0,0.0,24.0,204154.59,4.85,90.74,-3.29,51.56,1.19,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-15,19440599.0,815596.0,807016.0,0.0,24.0,216747.85,4.27,87.11,-3.4,81.01,1.39,12.21,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-15,0.0,0.0,0.0,24.0,0.0,375.73,20.78,18.48,-3.4,81.01,1.39,92.43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-15,19217000.0,806223.0,796606.0,0.0,24.0,201881.05,5.73,93.6,-3.4,81.01,1.39,9.53,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-15,19294000.0,809497.0,799961.0,0.0,24.0,200574.47,5.0,89.53,-3.4,81.01,1.39,9.81,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-16,19419628.0,819520.0,707283.0,0.0,24.0,214150.96,4.32,87.45,-3.01,90.0,1.53,12.15,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-16,0.0,0.0,0.0,24.0,0.0,8811.63,19.29,43.1,-3.01,90.0,1.53,56.32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,2023-02-16,19163000.0,804444.0,754048.0,0.0,24.0,198919.81,5.8,93.35,-3.01,90.0,1.53,9.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-16,19212000.0,806700.0,746204.0,0.0,24.0,198826.92,5.12,89.52,-3.01,90.0,1.53,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-17,18941476.0,810817.0,675796.0,0.0,24.0,211847.54,4.39,87.44,2.53,83.67,0.84,12.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-17,1799357.0,372401.0,0.0,14.0,10.0,35711.36,15.68,63.27,2.53,83.67,0.84,83.95,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-02-17,19081000.0,802140.0,754986.0,0.0,24.0,198583.6,5.87,94.18,2.53,83.67,0.84,9.62,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-17,19139000.0,805612.0,748570.0,0.0,24.0,199462.86,5.15,89.66,2.53,83.67,0.84,10.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-18,18408801.0,816747.0,674893.0,0.0,24.0,206205.77,4.47,87.6,3.97,60.13,1.91,12.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-18,18350080.0,821419.0,467501.0,0.0,24.0,198246.23,5.02,79.5,3.97,60.13,1.91,11.44,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-02-18,18724000.0,808277.0,719544.0,0.0,24.0,196853.01,5.83,95.01,3.97,60.13,1.91,9.68,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-02-18,18775000.0,812612.0,720281.0,0.0,24.0,197508.02,5.01,90.06,3.97,60.13,1.91,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-02-19,17429430.0,822926.0,680898.0,0.0,24.0,194697.07,4.74,86.43,1.55,62.92,1.63,12.25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-02-19,11999903.0,762196.0,344760.0,0.0,24.0,132632.91,6.66,78.6,1.55,62.92,1.63,8.83,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
